"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9968","TC-001-1-A|Create a project via UI","US_001|Create a project","Mon Mar 10 00:09:46 GMT 2025","passed","Mon Mar 10 00:09:56 GMT 2025","","","",""
