"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9705","TC-001-1-A|Create a project via UI","US_001|Create a project","Thu Mar 13 08:06:37 GMT 2025","passed","Thu Mar 13 08:06:47 GMT 2025","","","",""
