"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9468","TC-001-1-A|Create a project via UI","US_001|Create a project","Mon Mar 10 07:04:14 GMT 2025","passed","Mon Mar 10 07:04:23 GMT 2025","","","",""
